ma	0	 	Someone admitted someone to have something.
ma	0	 	Someone admitted someone whether something happened.
ma	0	 	Someone admitted someone whether something would happen.
ma	0	 	Someone admitted someone which thing happened.
ma	1	 	Someone admitted something happened.
ma	1	 	Someone admitted something to someone.
ma	1	 	Someone admitted something.
ma	1	 	Someone admitted that something happen.
ma	1	 	Someone admitted that something happened.
ma	1	 	Someone admitted that something would happen.
ma	1	 	Someone admitted to do something.
ma	1	 	Someone admitted to have something.
ma	1	 	Someone admitted to someone that something happen.
ma	1	 	Someone admitted to someone that something happened.
ma	1	 	Someone admitted to someone that something would happen.
ma	1	 	Someone admitted to someone whether something happened.
ma	1	 	Someone admitted to someone whether something would happen.
ma	1	 	Someone admitted whether something happened.
ma	1	 	Someone admitted whether something would happen.
ma	0	 	Someone admitted whether to do something.
ma	1	 	Someone admitted which thing happened.
ma	1	 	Someone admitted which thing to do.
ma	1	 	Someone admitted.
ma	1	 	Someone admonished about something.
ma	0	 	Someone admonished about whether something happened.
ma	1	 	Someone admonished doing something.
ma	0	 	Someone admonished for something to happen.
ma	0	 	Someone admonished so.
ma	0	 	Someone admonished someone do something.
ma	1	 	Someone admonished someone doing something.
ma	0	 	Someone admonished someone that something happen.
ma	1	 	Someone admonished someone that something happened.
ma	0	 	Someone admonished someone that something would happen.
ma	0	 	Someone admonished someone to do something.
ma	0	 	Someone admonished someone to have something.
ma	0	 	Someone admonished someone whether something happened.
ma	1	 	Someone admonished someone whether something would happen.
ma	0	 	Someone admonished someone which thing happened.
ma	0	 	Someone admonished something happened.
ma	1	 	Someone admonished something to someone.
ma	1	 	Someone admonished something.
ma	0	 	Someone admonished that something happen.
ma	1	 	Someone admonished that something happened.
ma	0	 	Someone admonished that something would happen.
ma	0	 	Someone admonished to do something.
ma	0	 	Someone admonished to have something.
ma	0	 	Someone admonished to someone that something happen.
ma	0	 	Someone admonished to someone that something happened.
ma	0	 	Someone admonished to someone that something would happen.
ma	0	 	Someone admonished to someone whether something happened.
ma	0	 	Someone admonished to someone whether something would happen.
ma	0	 	Someone admonished whether something happened.
ma	0	 	Someone admonished whether something would happen.
ma	1	 	Someone admonished whether to do something.
ma	0	 	Someone admonished which thing happened.
ma	0	 	Someone admonished which thing to do.
ma	0	 	Someone admonished.
ma	0	 	Someone admonishes about something.
ma	0	 	Someone admonishes doing something.
ma	1	 	Someone admonishes someone doing something.
ma	0	 	Someone admonishes someone whether something would happen.
ma	0	 	Someone admonishes something.
ma	0	 	Someone admonishes that something happened.
ma	0	 	Someone admonishes whether to do something.
ma	0	 	Someone adored about something.
ma	0	 	Someone adored about whether something happened.
ma	1	 	Someone adored doing something.
ma	0	 	Someone adored for something to happen.
ma	0	 	Someone adored so.
ma	0	 	Someone adored someone do something.
ma	1	 	Someone adored someone doing something.
ma	0	 	Someone adored someone that something happen.
ma	0	 	Someone adored someone that something happened.
ma	0	 	Someone adored someone that something would happen.
ma	0	 	Someone adored someone to do something.
ma	0	 	Someone adored someone to have something.
ma	0	 	Someone adored someone whether something happened.
ma	0	 	Someone adored someone whether something would happen.
ma	0	 	Someone adored someone which thing happened.
ma	0	 	Someone adored something happened.
ma	0	 	Someone adored something to someone.
ma	1	 	Someone adored something.
ma	1	 	Someone adored that something happen.
ma	1	 	Someone adored that something happened.
ma	0	 	Someone adored that something would happen.
ma	0	 	Someone adored to do something.
ma	0	 	Someone adored to have something.
ma	0	 	Someone adored to someone that something happen.
ma	0	 	Someone adored to someone that something happened.
ma	0	 	Someone adored to someone that something would happen.
ma	0	 	Someone adored to someone whether something happened.
ma	0	 	Someone adored to someone whether something would happen.
ma	0	 	Someone adored whether something happened.
ma	0	 	Someone adored whether something would happen.
ma	0	 	Someone adored whether to do something.
ma	1	 	Someone adored which thing happened.
ma	0	 	Someone adored which thing to do.
ma	0	 	Someone adored.
ma	1	 	Someone adores doing something.
ma	1	 	Someone adores someone doing something.
ma	1	 	Someone adores something.
ma	1	 	Someone adores that something happened.
ma	1	 	Someone adores which thing happened.
ma	1	 	Someone advertised about something.
ma	1	 	Someone advertised about whether something happened.
ma	1	 	Someone advertised doing something.
ma	1	 	Someone advertised for something to happen.
ma	0	 	Someone advertised so.
ma	0	 	Someone advertised someone do something.
ma	1	 	Someone advertised someone doing something.
ma	0	 	Someone advertised someone that something happen.
ma	0	 	Someone advertised someone that something happened.
ma	1	 	Someone advertised someone that something would happen.
ma	1	 	Someone advertised someone to do something.
ma	0	 	Someone advertised someone to have something.
ma	0	 	Someone advertised someone whether something happened.
ma	0	 	Someone advertised someone whether something would happen.
ma	0	 	Someone advertised someone which thing happened.
ma	1	 	Someone advertised something happened.
ma	1	 	Someone advertised something to someone.
ma	1	 	Someone advertised something.
ma	1	 	Someone advertised that something happen.
ma	1	 	Someone advertised that something happened.
ma	1	 	Someone advertised that something would happen.
ma	1	 	Someone advertised to do something.
ma	1	 	Someone advertised to have something.
ma	0	 	Someone advertised to someone that something happen.
ma	1	 	Someone advertised to someone that something happened.
ma	1	 	Someone advertised to someone that something would happen.
ma	1	 	Someone advertised to someone whether something happened.
ma	1	 	Someone advertised to someone whether something would happen.
ma	0	 	Someone advertised whether something happened.
ma	0	 	Someone advertised whether something would happen.
ma	1	 	Someone advertised whether to do something.
ma	1	 	Someone advertised which thing happened.
ma	1	 	Someone advertised which thing to do.
ma	1	 	Someone advertised.
ma	1	 	Someone advertises about something.
ma	1	 	Someone advertises about whether something happened.
ma	1	 	Someone advertises doing something.
ma	1	 	Someone advertises for something to happen.
ma	1	 	Someone advertises someone doing something.
ma	0	 	Someone advertises someone to do something.
ma	1	 	Someone advertises something to someone.
ma	1	 	Someone advertises something.
ma	1	 	Someone advertises that something happened.
ma	1	 	Someone advertises that something would happen.
ma	1	 	Someone advertises to do something.
ma	1	 	Someone advertises to have something.
ma	0	 	Someone advertises to someone that something happened.
ma	1	 	Someone advertises to someone that something would happen.
ma	0	 	Someone advertises to someone whether something happen.
ma	1	 	Someone advertises to someone whether something happened.
ma	1	 	Someone advertises whether something happened.
ma	1	 	Someone advertises whether to do something.
ma	1	 	Someone advertises which thing happened.
ma	1	 	Someone advertises which thing to do.
ma	1	 	Someone advertises.
ma	1	 	Someone advised about something.
ma	1	 	Someone advised about whether something happened.
ma	1	 	Someone advised doing something.
ma	1	 	Someone advised for something to happen.
ma	1	 	Someone advised so.
ma	1	 	Someone advised someone do something.
ma	1	 	Someone advised someone doing something.
ma	0	 	Someone advised someone that something happen.
ma	1	 	Someone advised someone that something happened.
ma	1	 	Someone advised someone that something would happen.
ma	1	 	Someone advised someone to do something.
ma	1	 	Someone advised someone to have something.
ma	0	 	Someone advised someone whether something happened.
ma	1	 	Someone advised someone whether something would happen.
ma	1	 	Someone advised someone which thing happened.
ma	1	 	Someone advised something happened.
ma	1	 	Someone advised something to someone.
ma	1	 	Someone advised something.
ma	0	 	Someone advised that something happen.
ma	1	 	Someone advised that something happened.
ma	1	 	Someone advised that something would happen.
ma	1	 	Someone advised to do something.
ma	1	 	Someone advised to have something.
ma	0	 	Someone advised to someone that something happen.
ma	0	 	Someone advised to someone that something happened.
ma	1	 	Someone advised to someone that something would happen.
ma	0	 	Someone advised to someone whether something happened.
ma	1	 	Someone advised to someone whether something would happen.
ma	1	 	Someone advised whether something happened.
ma	0	 	Someone advised whether something would happen.
ma	1	 	Someone advised whether to do something.
ma	1	 	Someone advised which thing happened.
ma	1	 	Someone advised which thing to do.
ma	1	 	Someone advised.
ma	1	 	Someone advises about something.
ma	1	 	Someone advises about whether something happened.
ma	1	 	Someone advises doing something.
ma	1	 	Someone advises for something to happen.
ma	0	 	Someone advises so.
ma	1	 	Someone advises someone do something.
ma	1	 	Someone advises someone that something happened.
ma	1	 	Someone advises someone that something would happen.
ma	1	 	Someone advises someone to do something.
ma	1	 	Someone advises someone to have something.
ma	1	 	Someone advises someone whether something would happen.
ma	1	 	Someone advises someone which thing happened.
ma	1	 	Someone advises something to someone.
ma	1	 	Someone advises something.
ma	1	 	Someone advises that something happened.
ma	1	 	Someone advises that something would happen.
ma	1	 	Someone advises to do something.
ma	1	 	Someone advises to someone that something would happen.
ma	0	 	Someone advises to someone whether something happen.
ma	0	 	Someone advises whether something happened.
ma	1	 	Someone advises whether something would happen.
ma	1	 	Someone advises whether to do something.
ma	1	 	Someone advises which thing happened.
ma	1	 	Someone advises which thing to do.
ma	1	 	Someone advises.
ma	1	 	Someone advocated about something.
ma	1	 	Someone advocated about whether something happened.
ma	1	 	Someone advocated doing something.
ma	1	 	Someone advocated for something to happen.
ma	0	 	Someone advocated so.
ma	1	 	Someone advocated someone do something.
ma	1	 	Someone advocated someone doing something.
ma	0	 	Someone advocated someone that something happen.
ma	0	 	Someone advocated someone that something happened.
ma	0	 	Someone advocated someone that something would happen.
ma	0	 	Someone advocated someone to do something.
ma	1	 	Someone advocated someone to have something.
ma	0	 	Someone advocated someone whether something happened.
ma	0	 	Someone advocated someone whether something would happen.
ma	0	 	Someone advocated someone which thing happened.
ma	1	 	Someone advocated something happened.
ma	1	 	Someone advocated something to someone.
ma	1	 	Someone advocated something.
ma	1	 	Someone advocated that something happen.
ma	0	 	Someone advocated that something happened.
ma	0	 	Someone advocated that something would happen.
ma	1	 	Someone advocated to do something.
ma	1	 	Someone advocated to have something.
ma	0	 	Someone advocated to someone that something happen.
ma	0	 	Someone advocated to someone that something happened.
ma	0	 	Someone advocated to someone that something would happen.
ma	0	 	Someone advocated to someone whether something happened.
ma	0	 	Someone advocated to someone whether something would happen.
ma	0	 	Someone advocated whether something happened.
ma	0	 	Someone advocated whether something would happen.
ma	1	 	Someone advocated whether to do something.
ma	1	 	Someone advocated which thing happened.
ma	1	 	Someone advocated which thing to do.
ma	1	 	Someone advocated.
ma	1	 	Someone advocates doing something.
ma	1	 	Someone advocates for something to happen.
ma	1	 	Someone advocates someone do something.
ma	1	 	Someone advocates someone doing something.
ma	1	 	Someone advocates something happened.
ma	1	 	Someone advocates something to someone.
ma	1	 	Someone advocates something.
ma	1	 	Someone advocates that something happen.
ma	1	 	Someone advocates to do something.
ma	1	 	Someone advocates to have something.
ma	1	 	Someone advocates whether to do something.
ma	1	 	Someone advocates which thing to do.
ma	1	 	Someone advocates.
ma	0	 	Someone affected about something.
ma	0	 	Someone affected about whether something happened.
ma	0	 	Someone affected doing something.
ma	0	 	Someone affected for something to happen.
ma	0	 	Someone affected so.
ma	0	 	Someone affected someone do something.
ma	0	 	Someone affected someone doing something.
ma	0	 	Someone affected someone that something happen.
ma	0	 	Someone affected someone that something happened.
ma	0	 	Someone affected someone that something would happen.
ma	1	 	Someone affected someone to do something.
ma	0	 	Someone affected someone to have something.
ma	0	 	Someone affected someone whether something happened.
ma	0	 	Someone affected someone whether something would happen.
ma	0	 	Someone affected someone which thing happened.
ma	0	 	Someone affected something happened.
ma	0	 	Someone affected something to someone.
ma	1	 	Someone affected something.
ma	0	 	Someone affected that something happen.
ma	0	 	Someone affected that something happened.
ma	0	 	Someone affected that something would happen.
ma	0	 	Someone affected to do something.
ma	0	 	Someone affected to have something.
ma	0	 	Someone affected to someone that something happen.
ma	0	 	Someone affected to someone that something happened.
ma	0	 	Someone affected to someone that something would happen.
ma	0	 	Someone affected to someone whether something happened.
ma	0	 	Someone affected to someone whether something would happen.
ma	0	 	Someone affected whether something happened.
